datetime,demand_mw
2022-01-13 01:00:00,32931.57
2022-01-13 02:00:00,32614.71
2022-01-13 03:00:00,32865.5
2022-01-13 04:00:00,33997.43
2022-01-13 05:00:00,30679.03
2022-01-13 06:00:00,32868.8
2022-01-13 07:00:00,33510.73
2022-01-13 08:00:00,33964.19
2022-01-13 09:00:00,33785.72
2022-01-13 10:00:00,33008.71
2022-01-13 11:00:00,35164.36
2022-01-13 12:00:00,36694.86
2022-01-13 13:00:00,34198.06
2022-01-13 14:00:00,36426.74
2022-01-13 15:00:00,35506.31
2022-01-13 16:00:00,35722.59
2022-01-13 17:00:00,34765.73
2022-01-13 18:00:00,35166.97
2022-01-13 19:00:00,36265.73
2022-01-13 20:00:00,35304.05
2022-01-13 21:00:00,35892.0
2022-01-13 22:00:00,35020.26
2022-01-13 23:00:00,34009.04
2022-01-14 00:00:00,34761.06
2022-01-14 01:00:00,33376.64
2022-01-14 02:00:00,33516.64
2022-01-14 03:00:00,32467.69
2022-01-14 04:00:00,32787.19
2022-01-14 05:00:00,32251.84
2022-01-14 06:00:00,33895.22
2022-01-14 07:00:00,32343.09
2022-01-14 08:00:00,34361.54
2022-01-14 09:00:00,33923.75
2022-01-14 10:00:00,35481.44
2022-01-14 11:00:00,35507.76
2022-01-14 12:00:00,36758.12
2022-01-14 13:00:00,36106.96
2022-01-14 14:00:00,34340.21
2022-01-14 15:00:00,35712.61
2022-01-14 16:00:00,34762.46
2022-01-14 17:00:00,35204.11
2022-01-14 18:00:00,36719.76
2022-01-14 19:00:00,35686.55
2022-01-14 20:00:00,34198.65
2022-01-14 21:00:00,33541.83
2022-01-14 22:00:00,34031.28
2022-01-14 23:00:00,32585.7
2022-01-15 00:00:00,30594.64
2022-01-15 01:00:00,31155.09
2022-01-15 02:00:00,31681.25
2022-01-15 03:00:00,31123.61
2022-01-15 04:00:00,28669.42
2022-01-15 05:00:00,30989.75
2022-01-15 06:00:00,31001.7
2022-01-15 07:00:00,31582.84
2022-01-15 08:00:00,32956.72
2022-01-15 09:00:00,30218.44
2022-01-15 10:00:00,31869.83
2022-01-15 11:00:00,33258.18
2022-01-15 12:00:00,31752.61
2022-01-15 13:00:00,34626.75
2022-01-15 14:00:00,33875.94
2022-01-15 15:00:00,34375.51
2022-01-15 16:00:00,33159.76
2022-01-15 17:00:00,34222.74
2022-01-15 18:00:00,34229.81
2022-01-15 19:00:00,33228.98
2022-01-15 20:00:00,32878.38
2022-01-15 21:00:00,32519.68
2022-01-15 22:00:00,31155.96
2022-01-15 23:00:00,31380.77
2022-01-16 00:00:00,31024.31
2022-01-16 01:00:00,31204.61
2022-01-16 02:00:00,31537.93
2022-01-16 03:00:00,29695.26
2022-01-16 04:00:00,30499.6
2022-01-16 05:00:00,31979.12
2022-01-16 06:00:00,30297.26
2022-01-16 07:00:00,30520.97
2022-01-16 08:00:00,31743.74
2022-01-16 09:00:00,32678.76
2022-01-16 10:00:00,32370.83
2022-01-16 11:00:00,33874.37
2022-01-16 12:00:00,33814.08
2022-01-16 13:00:00,34076.58
2022-01-16 14:00:00,34022.68
2022-01-16 15:00:00,35623.26
2022-01-16 16:00:00,33459.52
2022-01-16 17:00:00,31816.89
2022-01-16 18:00:00,34674.07
2022-01-16 19:00:00,32630.84
2022-01-16 20:00:00,32759.68
2022-01-16 21:00:00,33391.85
2022-01-16 22:00:00,30516.73
2022-01-16 23:00:00,30431.11
2022-01-17 00:00:00,31884.18
2022-01-17 01:00:00,32295.02
2022-01-17 02:00:00,33153.08
2022-01-17 03:00:00,33131.88
2022-01-17 04:00:00,32932.0
2022-01-17 05:00:00,31610.34
2022-01-17 06:00:00,31057.04
2022-01-17 07:00:00,33357.39
2022-01-17 08:00:00,33262.08
2022-01-17 09:00:00,34442.82
2022-01-17 10:00:00,35049.08
2022-01-17 11:00:00,34953.57
2022-01-17 12:00:00,35823.23
2022-01-17 13:00:00,35647.18
2022-01-17 14:00:00,36093.55
2022-01-17 15:00:00,35137.09
2022-01-17 16:00:00,35572.55
2022-01-17 17:00:00,35778.45
2022-01-17 18:00:00,36099.21
2022-01-17 19:00:00,34776.51
2022-01-17 20:00:00,35202.28
2022-01-17 21:00:00,34144.07
2022-01-17 22:00:00,33870.05
2022-01-17 23:00:00,34291.41
2022-01-18 00:00:00,31544.95
2022-01-18 01:00:00,31861.82
2022-01-18 02:00:00,31513.32
2022-01-18 03:00:00,30696.53
2022-01-18 04:00:00,32114.43
2022-01-18 05:00:00,33442.0
2022-01-18 06:00:00,32772.26
2022-01-18 07:00:00,33473.1
2022-01-18 08:00:00,34582.71
2022-01-18 09:00:00,35174.66
2022-01-18 10:00:00,34387.44
2022-01-18 11:00:00,35980.4
2022-01-18 12:00:00,35249.21
2022-01-18 13:00:00,34734.34
2022-01-18 14:00:00,35131.54
2022-01-18 15:00:00,34471.39
2022-01-18 16:00:00,34964.09
2022-01-18 17:00:00,35300.66
2022-01-18 18:00:00,36078.59
2022-01-18 19:00:00,36567.63
2022-01-18 20:00:00,33578.22
2022-01-18 21:00:00,34697.73
2022-01-18 22:00:00,33079.28
2022-01-18 23:00:00,33983.6
2022-01-19 00:00:00,33123.89
2022-01-19 01:00:00,31403.82
2022-01-19 02:00:00,33558.5
2022-01-19 03:00:00,32162.12
2022-01-19 04:00:00,32233.4
2022-01-19 05:00:00,31891.95
2022-01-19 06:00:00,32454.54
2022-01-19 07:00:00,33664.95
2022-01-19 08:00:00,33492.29
2022-01-19 09:00:00,34321.76
2022-01-19 10:00:00,34750.11
2022-01-19 11:00:00,35948.68
2022-01-19 12:00:00,34875.8
2022-01-19 13:00:00,34187.07
2022-01-19 14:00:00,36540.18
2022-01-19 15:00:00,35444.35
2022-01-19 16:00:00,36662.67
2022-01-19 17:00:00,35927.12
2022-01-19 18:00:00,35280.35
2022-01-19 19:00:00,35397.7
2022-01-19 20:00:00,36407.7
2022-01-19 21:00:00,36125.52
2022-01-19 22:00:00,34018.99
2022-01-19 23:00:00,33712.54
2022-01-20 00:00:00,34148.88
2022-01-20 01:00:00,32240.03
2022-01-20 02:00:00,33051.31
2022-01-20 03:00:00,32653.15
2022-01-20 04:00:00,32952.8
2022-01-20 05:00:00,32091.64
2022-01-20 06:00:00,31658.3
2022-01-20 07:00:00,31537.96
2022-01-20 08:00:00,32702.12
2022-01-20 09:00:00,33651.28
2022-01-20 10:00:00,34192.02
2022-01-20 11:00:00,36471.52
2022-01-20 12:00:00,36106.02
2022-01-20 13:00:00,34623.38
2022-01-20 14:00:00,35927.35
2022-01-20 15:00:00,35378.85
2022-01-20 16:00:00,35472.32
2022-01-20 17:00:00,35757.53
2022-01-20 18:00:00,35916.86
2022-01-20 19:00:00,34811.63
2022-01-20 20:00:00,35652.37
2022-01-20 21:00:00,33388.2
2022-01-20 22:00:00,33964.16
2022-01-20 23:00:00,35783.15
2022-01-21 00:00:00,33424.94
2022-01-21 01:00:00,34178.32
2022-01-21 02:00:00,32847.24
2022-01-21 03:00:00,33170.03
2022-01-21 04:00:00,32638.95
2022-01-21 05:00:00,32656.4
2022-01-21 06:00:00,32348.12
2022-01-21 07:00:00,33667.0
2022-01-21 08:00:00,32929.34
2022-01-21 09:00:00,34608.15
2022-01-21 10:00:00,35364.97
2022-01-21 11:00:00,35137.67
2022-01-21 12:00:00,34923.86
2022-01-21 13:00:00,35828.27
2022-01-21 14:00:00,35370.67
2022-01-21 15:00:00,36521.33
2022-01-21 16:00:00,34158.57
2022-01-21 17:00:00,35315.98
2022-01-21 18:00:00,33699.62
2022-01-21 19:00:00,33830.44
2022-01-21 20:00:00,35908.63
2022-01-21 21:00:00,35121.0
2022-01-21 22:00:00,33348.45
2022-01-21 23:00:00,32299.25
2022-01-22 00:00:00,28619.2
2022-01-22 01:00:00,30401.85
2022-01-22 02:00:00,32730.53
2022-01-22 03:00:00,30949.76
2022-01-22 04:00:00,30115.32
2022-01-22 05:00:00,31100.29
2022-01-22 06:00:00,29587.59
2022-01-22 07:00:00,30952.25
2022-01-22 08:00:00,31641.43
2022-01-22 09:00:00,31872.95
2022-01-22 10:00:00,33018.39
2022-01-22 11:00:00,33022.8
2022-01-22 12:00:00,33638.98
2022-01-22 13:00:00,32761.01
2022-01-22 14:00:00,34299.92
2022-01-22 15:00:00,35014.44
2022-01-22 16:00:00,32794.37
2022-01-22 17:00:00,32750.44
2022-01-22 18:00:00,34430.96
2022-01-22 19:00:00,32842.33
2022-01-22 20:00:00,33846.32
2022-01-22 21:00:00,31887.67
2022-01-22 22:00:00,33100.53
2022-01-22 23:00:00,31591.87
2022-01-23 00:00:00,31364.76
2022-01-23 01:00:00,32200.05
2022-01-23 02:00:00,30371.89
2022-01-23 03:00:00,29786.37
2022-01-23 04:00:00,30215.89
2022-01-23 05:00:00,31095.68
2022-01-23 06:00:00,29589.73
2022-01-23 07:00:00,31753.04
2022-01-23 08:00:00,31105.14
2022-01-23 09:00:00,32927.99
2022-01-23 10:00:00,30317.3
2022-01-23 11:00:00,32067.48
2022-01-23 12:00:00,31643.62
2022-01-23 13:00:00,32650.05
2022-01-23 14:00:00,33753.51
2022-01-23 15:00:00,33483.72
2022-01-23 16:00:00,33409.85
2022-01-23 17:00:00,33375.88
2022-01-23 18:00:00,33474.64
2022-01-23 19:00:00,32153.94
2022-01-23 20:00:00,33260.11
2022-01-23 21:00:00,32833.3
2022-01-23 22:00:00,32197.24
2022-01-23 23:00:00,31959.37
2022-01-24 00:00:00,33505.91
2022-01-24 01:00:00,34708.54
2022-01-24 02:00:00,32714.05
2022-01-24 03:00:00,32433.99
2022-01-24 04:00:00,32065.36
2022-01-24 05:00:00,31942.46
2022-01-24 06:00:00,31971.51
2022-01-24 07:00:00,32564.4
2022-01-24 08:00:00,33611.7
2022-01-24 09:00:00,34345.19
2022-01-24 10:00:00,34504.59
2022-01-24 11:00:00,34194.05
2022-01-24 12:00:00,35950.96
2022-01-24 13:00:00,36089.54
2022-01-24 14:00:00,35515.98
2022-01-24 15:00:00,35189.77
2022-01-24 16:00:00,36200.07
2022-01-24 17:00:00,35779.66
2022-01-24 18:00:00,34179.54
2022-01-24 19:00:00,35062.1
2022-01-24 20:00:00,34990.71
2022-01-24 21:00:00,33613.99
2022-01-24 22:00:00,34140.02
2022-01-24 23:00:00,32358.41
2022-01-25 00:00:00,34400.87
2022-01-25 01:00:00,34050.64
2022-01-25 02:00:00,32584.6
2022-01-25 03:00:00,33015.1
2022-01-25 04:00:00,30668.58
2022-01-25 05:00:00,31848.14
2022-01-25 06:00:00,32790.76
2022-01-25 07:00:00,32419.72
2022-01-25 08:00:00,34290.18
2022-01-25 09:00:00,35769.89
2022-01-25 10:00:00,33472.15
2022-01-25 11:00:00,34144.07
2022-01-25 12:00:00,35397.09
2022-01-25 13:00:00,36841.64
2022-01-25 14:00:00,34623.82
2022-01-25 15:00:00,35967.59
2022-01-25 16:00:00,37293.17
2022-01-25 17:00:00,34227.04
2022-01-25 18:00:00,34332.7
2022-01-25 19:00:00,34770.97
2022-01-25 20:00:00,34336.64
2022-01-25 21:00:00,35080.59
2022-01-25 22:00:00,34195.22
2022-01-25 23:00:00,32097.45
2022-01-26 00:00:00,33716.82
2022-01-26 01:00:00,32512.58
2022-01-26 02:00:00,33896.13
2022-01-26 03:00:00,32186.33
2022-01-26 04:00:00,32189.5
2022-01-26 05:00:00,33304.61
2022-01-26 06:00:00,33702.57
2022-01-26 07:00:00,33725.53
2022-01-26 08:00:00,32263.79
2022-01-26 09:00:00,34543.13
2022-01-26 10:00:00,33606.72
2022-01-26 11:00:00,35069.5
2022-01-26 12:00:00,34000.4
2022-01-26 13:00:00,35865.17
2022-01-26 14:00:00,34990.84
2022-01-26 15:00:00,34679.28
2022-01-26 16:00:00,36365.42
2022-01-26 17:00:00,35850.04
2022-01-26 18:00:00,34913.33
2022-01-26 19:00:00,36378.15
2022-01-26 20:00:00,34418.19
2022-01-26 21:00:00,34430.78
2022-01-26 22:00:00,34231.99
2022-01-26 23:00:00,33093.06
2022-01-27 00:00:00,33695.23
2022-01-27 01:00:00,32566.1
2022-01-27 02:00:00,32479.0
2022-01-27 03:00:00,33894.07
2022-01-27 04:00:00,31862.17
2022-01-27 05:00:00,30809.83
2022-01-27 06:00:00,34439.42
2022-01-27 07:00:00,35527.62
2022-01-27 08:00:00,33368.11
2022-01-27 09:00:00,32455.53
2022-01-27 10:00:00,34238.01
2022-01-27 11:00:00,34642.27
2022-01-27 12:00:00,35065.18
2022-01-27 13:00:00,34555.46
2022-01-27 14:00:00,36185.12
2022-01-27 15:00:00,36231.39
2022-01-27 16:00:00,34504.47
2022-01-27 17:00:00,36255.01
2022-01-27 18:00:00,37196.04
2022-01-27 19:00:00,35306.86
2022-01-27 20:00:00,34522.06
2022-01-27 21:00:00,34298.83
2022-01-27 22:00:00,34542.43
2022-01-27 23:00:00,32164.75
2022-01-28 00:00:00,33452.96
2022-01-28 01:00:00,32706.1
2022-01-28 02:00:00,34418.0
2022-01-28 03:00:00,32606.23
2022-01-28 04:00:00,34182.83
2022-01-28 05:00:00,31940.97
2022-01-28 06:00:00,33587.75
2022-01-28 07:00:00,33650.64
2022-01-28 08:00:00,32992.36
2022-01-28 09:00:00,34271.09
2022-01-28 10:00:00,35551.02
2022-01-28 11:00:00,34628.8
2022-01-28 12:00:00,33806.91
2022-01-28 13:00:00,35505.38
2022-01-28 14:00:00,34943.89
2022-01-28 15:00:00,35513.03
2022-01-28 16:00:00,35723.83
2022-01-28 17:00:00,34229.35
2022-01-28 18:00:00,34096.41
2022-01-28 19:00:00,35588.91
2022-01-28 20:00:00,34382.94
2022-01-28 21:00:00,32257.96
2022-01-28 22:00:00,34705.04
2022-01-28 23:00:00,33885.79
2022-01-29 00:00:00,30627.29
2022-01-29 01:00:00,29839.55
2022-01-29 02:00:00,31478.64
2022-01-29 03:00:00,30972.08
2022-01-29 04:00:00,32711.19
2022-01-29 05:00:00,31157.17
2022-01-29 06:00:00,31338.99
2022-01-29 07:00:00,31158.12
2022-01-29 08:00:00,32346.17
2022-01-29 09:00:00,32572.48
2022-01-29 10:00:00,33505.21
2022-01-29 11:00:00,32381.75
2022-01-29 12:00:00,32795.84
2022-01-29 13:00:00,33033.92
2022-01-29 14:00:00,34303.99
2022-01-29 15:00:00,34998.5
2022-01-29 16:00:00,33324.02
2022-01-29 17:00:00,33238.95
2022-01-29 18:00:00,33657.54
2022-01-29 19:00:00,32891.11
2022-01-29 20:00:00,33557.35
2022-01-29 21:00:00,30444.84
2022-01-29 22:00:00,31256.08
2022-01-29 23:00:00,30910.08
2022-01-30 00:00:00,29285.01
2022-01-30 01:00:00,30162.99
2022-01-30 02:00:00,30013.55
2022-01-30 03:00:00,30527.42
2022-01-30 04:00:00,31655.23
2022-01-30 05:00:00,30614.93
2022-01-30 06:00:00,30156.47
2022-01-30 07:00:00,31274.82
2022-01-30 08:00:00,32566.93
2022-01-30 09:00:00,31234.82
2022-01-30 10:00:00,31690.48
2022-01-30 11:00:00,33322.87
2022-01-30 12:00:00,33000.85
2022-01-30 13:00:00,34014.75
2022-01-30 14:00:00,33643.43
2022-01-30 15:00:00,34344.52
2022-01-30 16:00:00,32857.44
2022-01-30 17:00:00,33612.96
2022-01-30 18:00:00,33234.71
2022-01-30 19:00:00,32089.73
2022-01-30 20:00:00,31442.38
2022-01-30 21:00:00,32964.97
2022-01-30 22:00:00,31683.69
2022-01-30 23:00:00,30729.42
2022-01-31 00:00:00,33301.13
2022-01-31 01:00:00,34066.46
2022-01-31 02:00:00,30978.38
2022-01-31 03:00:00,31551.79
2022-01-31 04:00:00,32050.32
2022-01-31 05:00:00,34190.81
2022-01-31 06:00:00,33398.43
2022-01-31 07:00:00,34101.02
2022-01-31 08:00:00,32831.57
2022-01-31 09:00:00,33238.35
2022-01-31 10:00:00,34970.68
2022-01-31 11:00:00,35023.21
2022-01-31 12:00:00,35781.16
2022-01-31 13:00:00,35430.44
2022-01-31 14:00:00,36017.03
2022-01-31 15:00:00,36008.08
2022-01-31 16:00:00,36523.93
2022-01-31 17:00:00,36434.76
2022-01-31 18:00:00,34162.48
2022-01-31 19:00:00,33338.62
2022-01-31 20:00:00,35748.39
2022-01-31 21:00:00,35517.22
2022-01-31 22:00:00,33240.04
2022-01-31 23:00:00,32143.07
2022-02-01 00:00:00,33494.94
2022-02-01 01:00:00,33926.74
2022-02-01 02:00:00,34472.84
2022-02-01 03:00:00,33290.67
2022-02-01 04:00:00,32546.7
2022-02-01 05:00:00,32217.52
2022-02-01 06:00:00,33195.85
2022-02-01 07:00:00,33222.31
2022-02-01 08:00:00,32965.78
2022-02-01 09:00:00,35959.28
2022-02-01 10:00:00,36135.31
2022-02-01 11:00:00,35967.2
2022-02-01 12:00:00,34559.89
2022-02-01 13:00:00,36344.61
2022-02-01 14:00:00,36352.17
2022-02-01 15:00:00,36277.72
2022-02-01 16:00:00,36952.93
2022-02-01 17:00:00,36316.75
2022-02-01 18:00:00,36196.26
2022-02-01 19:00:00,35818.06
2022-02-01 20:00:00,35214.46
2022-02-01 21:00:00,33019.46
2022-02-01 22:00:00,34206.53
2022-02-01 23:00:00,33279.05
2022-02-02 00:00:00,32353.06
2022-02-02 01:00:00,34595.24
2022-02-02 02:00:00,34444.69
2022-02-02 03:00:00,34037.31
2022-02-02 04:00:00,33109.75
2022-02-02 05:00:00,34154.88
2022-02-02 06:00:00,33226.52
2022-02-02 07:00:00,33679.22
